source_pdf,doi,base_composition,sample_id,full_formula,num_dopants,is_codoped,primary_dopant_element,primary_dopant_pct,primary_dopant_site,codopant_elements,all_dopants_detail,property,value,unit,temperature_value,temperature_unit,source_type,source_detail,notes
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.01",AgSb0.99Sn0.01Te2,1,No,Sn,x=0.01,Sb,,Sn (x=0.01) @ Sb site,lattice thermal conductivity,0.55,W m^-1 K^-1,300,K,figure,,Visually estimated from Fig. 4f
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.01",AgSb0.99Sn0.01Te2,1,No,Sn,x=0.01,Sb,,Sn (x=0.01) @ Sb site,ZT,0.2,dimensionless,300,K,figure,,Visually estimated from Fig. 5a
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.03",AgSb0.97Sn0.03Te2,1,No,Sn,x=0.03,Sb,,Sn (x=0.03) @ Sb site,electrical conductivity,2.8,10^4 S m^-1,300,K,figure,,Visually estimated from Fig. 4a
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.03",AgSb0.97Sn0.03Te2,1,No,Sn,x=0.03,Sb,,Sn (x=0.03) @ Sb site,Seebeck coefficient,160,uV K^-1,300,K,figure,,Visually estimated from Fig. 4b
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.03",AgSb0.97Sn0.03Te2,1,No,Sn,x=0.03,Sb,,Sn (x=0.03) @ Sb site,power factor,0.7,mW m^-1 K^-2,300,K,figure,,Visually estimated from Fig. 4c
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.03",AgSb0.97Sn0.03Te2,1,No,Sn,x=0.03,Sb,,Sn (x=0.03) @ Sb site,thermal conductivity,0.68,W m^-1 K^-1,300,K,figure,,Visually estimated from Fig. 4e
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.03",AgSb0.97Sn0.03Te2,1,No,Sn,x=0.03,Sb,,Sn (x=0.03) @ Sb site,lattice thermal conductivity,0.58,W m^-1 K^-1,300,K,figure,,Visually estimated from Fig. 4f
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.03",AgSb0.97Sn0.03Te2,1,No,Sn,x=0.03,Sb,,Sn (x=0.03) @ Sb site,ZT,0.35,dimensionless,300,K,figure,,Visually estimated from Fig. 5a
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.05",AgSb0.95Sn0.05Te2,1,No,Sn,x=0.05,Sb,,Sn (x=0.05) @ Sb site,electrical conductivity,1.2,10^4 S m^-1,300,K,figure,,Visually estimated from Fig. 4a
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.05",AgSb0.95Sn0.05Te2,1,No,Sn,x=0.05,Sb,,Sn (x=0.05) @ Sb site,Seebeck coefficient,140,uV K^-1,300,K,figure,,Visually estimated from Fig. 4b
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.05",AgSb0.95Sn0.05Te2,1,No,Sn,x=0.05,Sb,,Sn (x=0.05) @ Sb site,power factor,0.3,mW m^-1 K^-2,300,K,figure,,Visually estimated from Fig. 4c
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.05",AgSb0.95Sn0.05Te2,1,No,Sn,x=0.05,Sb,,Sn (x=0.05) @ Sb site,thermal conductivity,0.68,W m^-1 K^-1,300,K,figure,,Visually estimated from Fig. 4e
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.05",AgSb0.95Sn0.05Te2,1,No,Sn,x=0.05,Sb,,Sn (x=0.05) @ Sb site,lattice thermal conductivity,0.6,W m^-1 K^-1,300,K,figure,,Visually estimated from Fig. 4f
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.05",AgSb0.95Sn0.05Te2,1,No,Sn,x=0.05,Sb,,Sn (x=0.05) @ Sb site,ZT,0.2,dimensionless,300,K,figure,,Visually estimated from Fig. 5a
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.07",AgSb0.93Sn0.07Te2,1,No,Sn,x=0.07,Sb,,Sn (x=0.07) @ Sb site,electrical conductivity,1.1,10^4 S m^-1,300,K,figure,,Visually estimated from Fig. 4a
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.07",AgSb0.93Sn0.07Te2,1,No,Sn,x=0.07,Sb,,Sn (x=0.07) @ Sb site,Seebeck coefficient,130,uV K^-1,300,K,figure,,Visually estimated from Fig. 4b
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.07",AgSb0.93Sn0.07Te2,1,No,Sn,x=0.07,Sb,,Sn (x=0.07) @ Sb site,power factor,0.25,mW m^-1 K^-2,300,K,figure,,Visually estimated from Fig. 4c
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.07",AgSb0.93Sn0.07Te2,1,No,Sn,x=0.07,Sb,,Sn (x=0.07) @ Sb site,thermal conductivity,0.7,W m^-1 K^-1,300,K,figure,,Visually estimated from Fig. 4e
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.07",AgSb0.93Sn0.07Te2,1,No,Sn,x=0.07,Sb,,Sn (x=0.07) @ Sb site,lattice thermal conductivity,0.65,W m^-1 K^-1,300,K,figure,,Visually estimated from Fig. 4f
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,AgSbTe2,"Ag(Sb1-xSnx)Te2, x=0.07",AgSb0.93Sn0.07Te2,1,No,Sn,x=0.07,Sb,,Sn (x=0.07) @ Sb site,ZT,0.2,dimensionless,300,K,figure,,Visually estimated from Fig. 5a
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.4 AQ,(Ag0.4SbTe0.2+1.5)15(GeTe)85,2,Yes,Ag,0.4,unclear,Sb (1) @ unclear,Ag (0.4) @ unclear site; Sb (1) @ unclear site,electrical conductivity,6.3,cm2 V-1 s-1,300,K,Table 1,,
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.6 AQ,(Ag0.6SbTe0.3+1.5)15(GeTe)85,2,Yes,Ag,0.6,unclear,Sb (1) @ unclear,Ag (0.6) @ unclear site; Sb (1) @ unclear site,electrical conductivity,7.7,cm2 V-1 s-1,300,K,Table 1,,
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.8 AQ,(Ag0.8SbTe0.4+1.5)15(GeTe)85,2,Yes,Ag,0.8,unclear,Sb (1) @ unclear,Ag (0.8) @ unclear site; Sb (1) @ unclear site,electrical conductivity,7.1,cm2 V-1 s-1,300,K,Table 1,,
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,1.0 AQ,(Ag1.0SbTe0.5+1.5)15(GeTe)85,2,Yes,Ag,1.0,unclear,Sb (1) @ unclear,Ag (1.0) @ unclear site; Sb (1) @ unclear site,electrical conductivity,5.0,cm2 V-1 s-1,300,K,Table 1,,
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,1.2 AQ,(Ag1.2SbTe0.6+1.5)15(GeTe)85,2,Yes,Ag,1.2,unclear,Sb (1) @ unclear,Ag (1.2) @ unclear site; Sb (1) @ unclear site,electrical conductivity,5.3,cm2 V-1 s-1,300,K,Table 1,,
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.4 MS,(Ag0.4SbTe0.2+1.5)15(GeTe)85,2,Yes,Ag,0.4,unclear,Sb (1) @ unclear,Ag (0.4) @ unclear site; Sb (1) @ unclear site,electrical conductivity,6.4,cm2 V-1 s-1,300,K,Table 2,,
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.6 MS,(Ag0.6SbTe0.3+1.5)15(GeTe)85,2,Yes,Ag,0.6,unclear,Sb (1) @ unclear,Ag (0.6) @ unclear site; Sb (1) @ unclear site,electrical conductivity,7.0,cm2 V-1 s-1,300,K,Table 2,,
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.8 MS,(Ag0.8SbTe0.4+1.5)15(GeTe)85,2,Yes,Ag,0.8,unclear,Sb (1) @ unclear,Ag (0.8) @ unclear site; Sb (1) @ unclear site,electrical conductivity,6.7,cm2 V-1 s-1,300,K,Table 2,,
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,1.0 MS,(Ag1.0SbTe0.5+1.5)15(GeTe)85,2,Yes,Ag,1.0,unclear,Sb (1) @ unclear,Ag (1.0) @ unclear site; Sb (1) @ unclear site,electrical conductivity,6.5,cm2 V-1 s-1,300,K,Table 2,,
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,1.2 MS,(Ag1.2SbTe0.6+1.5)15(GeTe)85,2,Yes,Ag,1.2,unclear,Sb (1) @ unclear,Ag (1.2) @ unclear site; Sb (1) @ unclear site,electrical conductivity,5.5,cm2 V-1 s-1,300,K,Table 2,,
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.4 AQ,(Ag0.4SbTe2/2+1.5)15(GeTe)85,1,No,Ag,0.4,unclear,,Ag (0.4) @ unclear site,electrical conductivity,14,10^4 Sm^-1,300,K,figure,Fig. 1a,Visually estimated from Fig. 1a
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.4 AQ,(Ag0.4SbTe2/2+1.5)15(GeTe)85,1,No,Ag,0.4,unclear,,Ag (0.4) @ unclear site,Seebeck coefficient,120,uV K^-1,300,K,figure,Fig. 1b,Visually estimated from Fig. 1b
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.4 AQ,(Ag0.4SbTe2/2+1.5)15(GeTe)85,1,No,Ag,0.4,unclear,,Ag (0.4) @ unclear site,power factor,16,uW cm^-1 K^-2,300,K,figure,Fig. 1c,Visually estimated from Fig. 1c
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.4 AQ,(Ag0.4SbTe2/2+1.5)15(GeTe)85,1,No,Ag,0.4,unclear,,Ag (0.4) @ unclear site,thermal conductivity,2.1,Wm^-1 K^-1,300,K,figure,Fig. 1d,Visually estimated from Fig. 1d
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.4 AQ,(Ag0.4SbTe2/2+1.5)15(GeTe)85,1,No,Ag,0.4,unclear,,Ag (0.4) @ unclear site,ZT,0.3,dimensionless,300,K,figure,Fig. 5a,Visually estimated from Fig. 5a
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.4 MS,(Ag0.4SbTe2/2+1.5)15(GeTe)85,1,No,Ag,0.4,unclear,,Ag (0.4) @ unclear site,electrical conductivity,4,10^4 Sm^-1,300,K,figure,Fig. 3a,Visually estimated from Fig. 3a
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.4 MS,(Ag0.4SbTe2/2+1.5)15(GeTe)85,1,No,Ag,0.4,unclear,,Ag (0.4) @ unclear site,Seebeck coefficient,140,uV K^-1,300,K,figure,Fig. 3b,Visually estimated from Fig. 3b
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.4 MS,(Ag0.4SbTe2/2+1.5)15(GeTe)85,1,No,Ag,0.4,unclear,,Ag (0.4) @ unclear site,power factor,12,uW cm^-1 K^-2,300,K,figure,Fig. 3c,Visually estimated from Fig. 3c
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.4 MS,(Ag0.4SbTe2/2+1.5)15(GeTe)85,1,No,Ag,0.4,unclear,,Ag (0.4) @ unclear site,thermal conductivity,1.4,Wm^-1 K^-1,300,K,figure,Fig. 3d,Visually estimated from Fig. 3d
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,(AgSbTe2)15(GeTe)85,0.4 MS,(Ag0.4SbTe2/2+1.5)15(GeTe)85,1,No,Ag,0.4,unclear,,Ag (0.4) @ unclear site,ZT,0.3,dimensionless,300,K,figure,Fig. 5b,Visually estimated from Fig. 5b
Irie_1963_Jpn._J._Appl._Phys._2_72.pdf,,AgSbTe2,AgSbTe2-AgBiTe2 system,AgSbTe2-AgBiTe2,1,No,Bi,0-50 mol%,Sb,,Bi (0-50 mol%) @ Sb site,electrical conductivity,180,ohm^-1 cm^-1,,,figure,,Visually estimated from Fig. 14 at 0 mol% AgBiTe2.
Irie_1963_Jpn._J._Appl._Phys._2_72.pdf,,AgSbTe2,AgSbTe2-AgBiTe2 system,AgSbTe2-AgBiTe2,1,No,Bi,0-50 mol%,Sb,,Bi (0-50 mol%) @ Sb site,Seebeck coefficient,250,uV/C,,,figure,,Visually estimated from Fig. 13 at 30 mol% AgBiTe2.
Irie_1963_Jpn._J._Appl._Phys._2_72.pdf,,AgSbTe2,AgSbTe2-AgBiTe2 system,AgSbTe2-AgBiTe2,1,No,Bi,0-50 mol%,Sb,,Bi (0-50 mol%) @ Sb site,thermal conductivity,0.008,W/deg-cm,,,figure,,Visually estimated from Fig. 16 at 0 mol% AgBiTe2.
Irie_1963_Jpn._J._Appl._Phys._2_72.pdf,,AgSbTe2,AgSbTe2-PbTe system,AgSbTe2-PbTe,1,No,Pb,0-100 mol%,multiple sites,,Pb (0-100 mol%) @ multiple sites site,Seebeck coefficient,300,uV/C,,,figure,,Visually estimated from Fig. 21 at 20 mol% PbTe.
Irie_1963_Jpn._J._Appl._Phys._2_72.pdf,,AgSbTe2,AgSbTe2-PbTe system,AgSbTe2-PbTe,1,No,Pb,0-100 mol%,multiple sites,,Pb (0-100 mol%) @ multiple sites site,electrical conductivity,10,ohm^-1 cm^-1,,,figure,,Visually estimated from Fig. 20 at 90 mol% PbTe.
Irie_1963_Jpn._J._Appl._Phys._2_72.pdf,,AgSbTe2,AgSbTe2-PbTe system,AgSbTe2-PbTe,1,No,Pb,0-100 mol%,multiple sites,,Pb (0-100 mol%) @ multiple sites site,thermal conductivity,0.004,W/deg-cm,,,figure,,Visually estimated from Fig. 22 at 40 mol% PbTe.
Irie_1963_Jpn._J._Appl._Phys._2_72.pdf,,AgSbTe2,AgSbTe2-SnTe system,AgSbTe2-SnTe,1,No,Sn,0-100 mol%,multiple sites,,Sn (0-100 mol%) @ multiple sites site,Seebeck coefficient,250,uV/C,,,figure,,Visually estimated from Fig. 27 at 0 mol% SnTe.
Irie_1963_Jpn._J._Appl._Phys._2_72.pdf,,AgSbTe2,AgSbTe2-SnTe system,AgSbTe2-SnTe,1,No,Sn,0-100 mol%,multiple sites,,Sn (0-100 mol%) @ multiple sites site,electrical conductivity,1200,ohm^-1 cm^-1,,,figure,,Visually estimated from Fig. 26 at 40 mol% SnTe.
Irie_1963_Jpn._J._Appl._Phys._2_72.pdf,,AgSbTe2,AgSbTe2-SnTe system,AgSbTe2-SnTe,1,No,Sn,0-100 mol%,multiple sites,,Sn (0-100 mol%) @ multiple sites site,thermal conductivity,0.028,W/deg-cm,,,figure,,Visually estimated from Fig. 28 at 80 mol% SnTe.
Kinetik Properties of (AgSbТe2)0.8(PbTe)0.2.pdf,10.1134/S1063782625602201,AgSbTe2,(AgSbTe2)0.8(PbTe)0.2,(AgSbTe2)0.8(PbTe)0.2,1,No,Pb,0.2,multiple sites,,Pb (0.2) @ multiple sites site,electrical conductivity,30-60,Ohm^-1 cm^-1,,,figure,Fig. 3,Values estimated from the plot range for 80-550 K.
Kinetik Properties of (AgSbТe2)0.8(PbTe)0.2.pdf,10.1134/S1063782625602201,AgSbTe2,(AgSbTe2)0.8(PbTe)0.2,(AgSbTe2)0.8(PbTe)0.2,1,No,Pb,0.2,multiple sites,,Pb (0.2) @ multiple sites site,Seebeck coefficient,50-150,uV/K,,,figure,Fig. 4,Values estimated from the plot range for 80-550 K.
Kinetik Properties of (AgSbТe2)0.8(PbTe)0.2.pdf,10.1134/S1063782625602201,AgSbTe2,(AgSbTe2)0.8(PbTe)0.2,(AgSbTe2)0.8(PbTe)0.2,1,No,Pb,0.2,unclear,,Pb (0.2) @ unclear site,electrical conductivity,50,Ohm^-1cm^-1,80,K,figure,Fig. 3,Visually estimated from Fig. 3
Kinetik Properties of (AgSbТe2)0.8(PbTe)0.2.pdf,10.1134/S1063782625602201,AgSbTe2,(AgSbTe2)0.8(PbTe)0.2,(AgSbTe2)0.8(PbTe)0.2,1,No,Pb,0.2,unclear,,Pb (0.2) @ unclear site,electrical conductivity,58,Ohm^-1cm^-1,200,K,figure,Fig. 3,Visually estimated from Fig. 3
Kinetik Properties of (AgSbТe2)0.8(PbTe)0.2.pdf,10.1134/S1063782625602201,AgSbTe2,(AgSbTe2)0.8(PbTe)0.2,(AgSbTe2)0.8(PbTe)0.2,1,No,Pb,0.2,unclear,,Pb (0.2) @ unclear site,electrical conductivity,35,Ohm^-1cm^-1,410,K,figure,Fig. 3,Visually estimated from Fig. 3
Kinetik Properties of (AgSbТe2)0.8(PbTe)0.2.pdf,10.1134/S1063782625602201,AgSbTe2,(AgSbTe2)0.8(PbTe)0.2,(AgSbTe2)0.8(PbTe)0.2,1,No,Pb,0.2,unclear,,Pb (0.2) @ unclear site,electrical conductivity,46,Ohm^-1cm^-1,500,K,figure,Fig. 3,Visually estimated from Fig. 3
Kinetik Properties of (AgSbТe2)0.8(PbTe)0.2.pdf,10.1134/S1063782625602201,AgSbTe2,(AgSbTe2)0.8(PbTe)0.2,(AgSbTe2)0.8(PbTe)0.2,1,No,Pb,0.2,unclear,,Pb (0.2) @ unclear site,Seebeck coefficient,55,uV/K,80,K,figure,Fig. 4,Visually estimated from Fig. 4
Kinetik Properties of (AgSbТe2)0.8(PbTe)0.2.pdf,10.1134/S1063782625602201,AgSbTe2,(AgSbTe2)0.8(PbTe)0.2,(AgSbTe2)0.8(PbTe)0.2,1,No,Pb,0.2,unclear,,Pb (0.2) @ unclear site,Seebeck coefficient,60,uV/K,200,K,figure,Fig. 4,Visually estimated from Fig. 4
Kinetik Properties of (AgSbТe2)0.8(PbTe)0.2.pdf,10.1134/S1063782625602201,AgSbTe2,(AgSbTe2)0.8(PbTe)0.2,(AgSbTe2)0.8(PbTe)0.2,1,No,Pb,0.2,unclear,,Pb (0.2) @ unclear site,Seebeck coefficient,125,uV/K,410,K,figure,Fig. 4,Visually estimated from Fig. 4
Kinetik Properties of (AgSbТe2)0.8(PbTe)0.2.pdf,10.1134/S1063782625602201,AgSbTe2,(AgSbTe2)0.8(PbTe)0.2,(AgSbTe2)0.8(PbTe)0.2,1,No,Pb,0.2,unclear,,Pb (0.2) @ unclear site,Seebeck coefficient,105,uV/K,550,K,figure,Fig. 4,Visually estimated from Fig. 4
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,AgPb18+xSbTe20,AgPb18SbTe20,AgPb18SbTe20,1,No,Pb,18,unclear,,Pb (18) @ unclear site,electrical conductivity,520.5,S cm-1,303,K,body text,,
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,AgPb18+xSbTe20,AgPb18SbTe20,AgPb18SbTe20,1,No,Pb,18,unclear,,Pb (18) @ unclear site,Seebeck coefficient,-202.4,μV/K,303,K,body text,,
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,AgPb18+xSbTe20,AgPb18SbTe20,AgPb18SbTe20,1,No,Pb,18,unclear,,Pb (18) @ unclear site,thermal conductivity,1.98,W m-1 K-1,303,K,body text,,
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,AgPb18+xSbTe20,AgPb18SbTe20,AgPb18SbTe20,1,No,Pb,18,unclear,,Pb (18) @ unclear site,lattice thermal conductivity,1.72,W m-1 K-1,303,K,body text,,
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,AgPb18+xSbTe20,AgPb18SbTe20,AgPb18SbTe20,1,No,Pb,18,unclear,,Pb (18) @ unclear site,power factor,21.3,μW cm-1 K-2,303,K,body text,,
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,AgPb18+xSbTe20,AgPb18.4SbTe20,AgPb18.4SbTe20,1,No,Pb,18.4,unclear,,Pb (18.4) @ unclear site,power factor,37.8,μW cm-1 K-2,303,K,body text,,
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,AgPb18+xSbTe20,AgPb18.4SbTe20,AgPb18.4SbTe20,1,No,Pb,18.4,unclear,,Pb (18.4) @ unclear site,ZT,0.6,dimensionless,303,K,body text,,
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,AgPb18+xSbTe20,AgPb18.4SbTe20,AgPb18.4SbTe20,1,No,Pb,18.4,unclear,,Pb (18.4) @ unclear site,Seebeck coefficient,-172.3,μV/K,303,K,body text,,
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,AgPb18+xSbTe20,AgPb18.4SbTe20,AgPb18.4SbTe20,1,No,Pb,18.4,unclear,,Pb (18.4) @ unclear site,lattice thermal conductivity,1.29,W m-1 K-1,303,K,body text,,
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,AgPb18+xSbTe20,AgPb18.4SbTe20,AgPb18.4SbTe20,1,No,Pb,18.4,unclear,,Pb (18.4) @ unclear site,ZT,1.2,dimensionless,623,K,body text,,
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,AgPb18+xSbTe20,AgPb18.5SbTe20,AgPb18.5SbTe20,1,No,Pb,18.5,unclear,,Pb (18.5) @ unclear site,electrical conductivity,1333.6,S cm-1,303,K,body text,,
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,AgPb18+xSbTe20,AgPb18.5SbTe20,AgPb18.5SbTe20,1,No,Pb,18.5,unclear,,Pb (18.5) @ unclear site,thermal conductivity,2.08,W m-1 K-1,303,K,body text,,
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,AgPb18+xSbTe20,AgPb18.5SbTe20,AgPb18.5SbTe20,1,No,Pb,18.5,unclear,,Pb (18.5) @ unclear site,power factor,38.2,μW cm-1 K-2,303,K,body text,,
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,AgPb18+xSbTe20,Polycrystalline AgPb18.4SbTe20,AgPb18.4SbTe20,1,No,Pb,18.4,unclear,,Pb (18.4) @ unclear site,power factor,8.0,μW cm-1 K-2,303,K,body text,,
