doi,source_pdf,base_composition,sample_id,full_formula,num_dopants,is_codoped,primary_dopant_element,primary_dopant_ratio,primary_dopant_site,codopant_elements,all_dopants_detail,power_factor,seebeck_coefficient,electrical_conductivity,ZT,temperature
10.1016/j.jmst.2025.08.053,Reduced cation disorder and rational design of Ag2Te formation via stepwise optimization strategy to achieve high thermoelectric performance in AgSbTe2.pdf,AgSbTe2,Ag0.97SbTe2,Ag0.97SbTe2,1,No,Ag vacancy,0.03,Ag,,Ag vacancy (0.03) @ Ag site,,229.6 uV K-1,2.2e4 S m-1,0.73 dimensionless,300 K
10.1016/j.jmst.2025.08.053,Reduced cation disorder and rational design of Ag2Te formation via stepwise optimization strategy to achieve high thermoelectric performance in AgSbTe2.pdf,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,,244.7 uV K-1,1.4e4 S m-1,0.55 dimensionless,300 K
10.1016/j.jmst.2025.08.053,Reduced cation disorder and rational design of Ag2Te formation via stepwise optimization strategy to achieve high thermoelectric performance in AgSbTe2.pdf,AgSbTe2,"AgSbTe2 (x=0, y=0)",AgSbTe2,0,No,,,,,,,,,0.55 dimensionless,300 K
10.1063/1.4731525,Reinvestigation of the influence of Se impurity on the structural and thermoelectric properties of AgSbTe2.pdf,AgSbTe2,AgSbTe1.98Se0.02,AgSbTe1.98Se0.02,1,No,Se,x=0.02,Te,,Se (x=0.02) @ Te site,,,,1.48 dimensionless,520 K
10.1063/1.4731525,Reinvestigation of the influence of Se impurity on the structural and thermoelectric properties of AgSbTe2.pdf,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,,240 uVK^-1,0.6 10^4 Sm^-1,0.4 dimensionless,300 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag0.96Sb1.04Te2,Ag0.96Sb1.04Te2,0,No,,,,,,,238.2 μV K-1,71.0 S cm-1,,303 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag0.96Sb1.04Te2,Ag0.96Sb1.04Te2,1,No,Ag,0.96,Ag,,Ag (0.96) @ Ag site,,238.2 uV K-1,71.0 S cm-1,0.35 dimensionless,303 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag0.96Sb1.04Te2,Ag0.96Sb1.04Te2,0,No,,,,,,,,,0.35 dimensionless,303-623 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag1.00Sb1.00Te2,Ag1.00Sb1.00Te2,0,No,,,,,,,210.3 μV K-1,219.2 S cm-1,,303 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag1.00Sb1.00Te2,Ag1.00Sb1.00Te2,1,No,Ag,1.00,Ag,,Ag (1.00) @ Ag site,,210.3 uV K-1,219.2 S cm-1,0.94 dimensionless,303 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag1.00Sb1.00Te2,Ag1.00Sb1.00Te2,0,No,,,,,,,,,0.94 dimensionless,303-623 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag1.02Ge0.02Sb0.96Te2,Ag1.02Ge0.02Sb0.96Te2,1,No,Ge,0.02,Ag,,Ge (0.02) @ Ag site,,179.9 μV K-1,270.7 S cm-1,,303 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag1.02Ge0.02Sb0.96Te2,Ag1.02Ge0.02Sb0.96Te2,1,No,Ge,0.02,unclear,,Ge (0.02) @ unclear site,,179.9 uV K-1,270.7 S cm-1,1.15 dimensionless,303 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag1.02Ge0.02Sb0.96Te2,Ag1.02Ge0.02Sb0.96Te2,1,No,Ge,0.02,Ag,,Ge (0.02) @ Ag site,,,,1.77 dimensionless,623 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag1.02Ge0.02Sb0.96Te2,Ag1.02Ge0.02Sb0.96Te2,1,No,Ge,0.02,Ag,,Ge (0.02) @ Ag site,,,,1.15 dimensionless,303-623 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag1.04,Ag1.04SbTe2,1,No,Ag,1.04,interstitial,,Ag (1.04) @ interstitial site,,,,1.5 dimensionless,583 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag1.04Sb0.96Te2,Ag1.04Sb0.96Te2,0,No,,,,,,,193.1 μV K-1,245.4 S cm-1,,303 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag1.04Sb0.96Te2,Ag1.04Sb0.96Te2,1,No,Ag,1.04,Ag,,Ag (1.04) @ Ag site,,193.1 uV K-1,245.4 S cm-1,1.00 dimensionless,303 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag1.04Sb0.96Te2,Ag1.04Sb0.96Te2,0,No,,,,,,,,,1.5 dimensionless,583 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ag1.04Sb0.96Te2,Ag1.04Sb0.96Te2,0,No,,,,,,,,,1.00 dimensionless,303-623 K
10.1002/smll.202401723,Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,AgSbTe2,Ge0.02,AgSb1-xGexTe2 (nominal Ge0.02),1,No,Ge,0.02,Sb,,Ge (0.02) @ Sb site,,,,1.7 dimensionless,623 K
10.1002/smll.202506235,Small - 2025 - Iqbal - Realizing High Wide‐Temperature‐Range Thermoelectric Performance in Ga  I  and S co‐doped AgSbTe2.pdf,AgSbTe2,AgSb0.94Ti0.05Te2,AgSb0.94Ti0.05Te2,1,No,Ti,0.05,Sb,,Ti (0.05) @ Sb site,,,,1.8 dimensionless,673 K
10.1002/smll.202506235,Small - 2025 - Iqbal - Realizing High Wide‐Temperature‐Range Thermoelectric Performance in Ga  I  and S co‐doped AgSbTe2.pdf,AgSbTe2,AgSb0.97Ga0.03Te1.76S0.15I0.09,AgSb0.97Ga0.03Te1.76S0.15I0.09,3,Yes,Ga,0.03,Sb,S (0.15) @ Te; I (0.09) @ Te,Ga (0.03) @ Sb site; S (0.15) @ Te site; I (0.09) @ Te site,17.9 uW cm-1 K-2,,,,625 K
10.1002/smll.202506235,Small - 2025 - Iqbal - Realizing High Wide‐Temperature‐Range Thermoelectric Performance in Ga  I  and S co‐doped AgSbTe2.pdf,AgSbTe2,AgSb0.97Ga0.03Te1.76S0.15I0.09,AgSb0.97Ga0.03Te1.76S0.15I0.09,3,Yes,Ga,0.03,Sb,S (0.15) @ Te; I (0.09) @ Te,Ga (0.03) @ Sb site; S (0.15) @ Te site; I (0.09) @ Te site,15.12 μW cm-1 K-2,,,,not reported
10.1002/smll.202506235,Small - 2025 - Iqbal - Realizing High Wide‐Temperature‐Range Thermoelectric Performance in Ga  I  and S co‐doped AgSbTe2.pdf,AgSbTe2,AgSb0.98Ga0.02Te1.84I0.06,AgSb0.98Ga0.02Te1.84I0.06,2,Yes,Ga,0.02,Sb,I (0.06) @ Te,Ga (0.02) @ Sb site; I (0.06) @ Te site,,,,2 dimensionless,625 K
10.1002/smll.202506235,Small - 2025 - Iqbal - Realizing High Wide‐Temperature‐Range Thermoelectric Performance in Ga  I  and S co‐doped AgSbTe2.pdf,AgSbTe2,AgSb0.98Ga0.02Te1.84S0.10I0.06,AgSb0.98Ga0.02Te1.84S0.10I0.06,3,Yes,Ga,0.02,Sb,S (0.10) @ Te; I (0.06) @ Te,Ga (0.02) @ Sb site; S (0.10) @ Te site; I (0.06) @ Te site,,,,0.73 dimensionless,300 K
10.1002/smll.202506235,Small - 2025 - Iqbal - Realizing High Wide‐Temperature‐Range Thermoelectric Performance in Ga  I  and S co‐doped AgSbTe2.pdf,AgSbTe2,AgSb0.98Ga0.02Te1.84S0.10I0.06,AgSb0.98Ga0.02Te1.84S0.10I0.06,3,Yes,Ga,0.02,Sb,S (0.10) @ Te; I (0.06) @ Te,Ga (0.02) @ Sb site; S (0.10) @ Te site; I (0.06) @ Te site,17.9 μW cm-1 K-2,,,1.46 dimensionless | 2 dimensionless,625 K
10.1002/smll.202506235,Small - 2025 - Iqbal - Realizing High Wide‐Temperature‐Range Thermoelectric Performance in Ga  I  and S co‐doped AgSbTe2.pdf,AgSbTe2,AgSb0.98Ga0.02Te1.94I0.06,AgSb0.98Ga0.02Te1.94I0.06,2,Yes,Ga,0.02,Sb,I (0.06) @ Te,Ga (0.02) @ Sb site; I (0.06) @ Te site,12.96 μW cm-1 K-2,,,,300 K
10.1002/smll.202506235,Small - 2025 - Iqbal - Realizing High Wide‐Temperature‐Range Thermoelectric Performance in Ga  I  and S co‐doped AgSbTe2.pdf,AgSbTe2,AgSb0.98Ga0.02Te1.94I0.06,AgSb0.98Ga0.02Te1.94I0.06,2,Yes,Ga,0.02,Sb,I (0.06) @ Te,Ga (0.02) @ Sb site; I (0.06) @ Te site,17.9 μW cm-1 K-2,,,,625 K
10.1002/smll.202506235,Small - 2025 - Iqbal - Realizing High Wide‐Temperature‐Range Thermoelectric Performance in Ga  I  and S co‐doped AgSbTe2.pdf,AgSbTe2,"AgSb1-xGaxTe2-y-3xSyIx (x=0, y=0)",AgSbTe2,0,No,,,,,,,,,0.7 dimensionless,300 K
10.1002/smll.202506235,Small - 2025 - Iqbal - Realizing High Wide‐Temperature‐Range Thermoelectric Performance in Ga  I  and S co‐doped AgSbTe2.pdf,AgSbTe2,AgSbTe2 (pristine),AgSbTe2,0,No,,,,,,10.92 uWcm-1K-2,258.6 uV K-1,160 Scm-1,,300 K
10.1002/smll.202514707,Small - 2026 - Song - Decoupling Electron‐Phonon Transport in AgSbSe2 via Stepwise Cd‐Sb Substitution and Interstitial Se.pdf,AgSbSe2,AgSb0.96Cd0.04Se2,AgSb0.96Cd0.04Se2,1,No,Cd,0.04,Sb,,Cd (0.04) @ Sb site,,,,0.9 dimensionless,673 K
10.1002/smll.202514707,Small - 2026 - Song - Decoupling Electron‐Phonon Transport in AgSbSe2 via Stepwise Cd‐Sb Substitution and Interstitial Se.pdf,AgSbSe2,AgSb0.96Cd0.04Se2.02,AgSb0.96Cd0.04Se2.02,2,Yes,Cd,0.04,Sb,Se (0.02) @ interstitial,Cd (0.04) @ Sb site; Se (0.02) @ interstitial site,,240 µV K-1,90 S cm-1,,323 K
10.1002/smll.202514707,Small - 2026 - Song - Decoupling Electron‐Phonon Transport in AgSbSe2 via Stepwise Cd‐Sb Substitution and Interstitial Se.pdf,AgSbSe2,AgSb0.96Cd0.04Se2.02,AgSb0.96Cd0.04Se2.02,2,Yes,Cd,0.04,Sb,Se (0.02) @ interstitial,Cd (0.04) @ Sb site; Se (0.02) @ interstitial site,7.84 µW cm-1 K-2,320 µV K-1,,1.23 dimensionless,673 K
10.1002/smll.202514707,Small - 2026 - Song - Decoupling Electron‐Phonon Transport in AgSbSe2 via Stepwise Cd‐Sb Substitution and Interstitial Se.pdf,AgSbSe2,AgSb0.96Cd0.04Se2.02,AgSb0.96Cd0.04Se2.02,2,Yes,Cd,0.04,Sb,Se (2.02) @ interstitial,Cd (0.04) @ Sb site; Se (2.02) @ interstitial site,7.84 uW cm-1 K-2,,,1.23 dimensionless,673 K
10.1002/smll.202514707,Small - 2026 - Song - Decoupling Electron‐Phonon Transport in AgSbSe2 via Stepwise Cd‐Sb Substitution and Interstitial Se.pdf,AgSbSe2,AgSb0.96Cd0.04Se2.02,AgSb0.96Cd0.04Se2.02,2,Yes,Cd,0.04,Sb,Se (0.02) @ interstitial,Cd (0.04) @ Sb site; Se (0.02) @ interstitial site,,,,0.73 dimensionless,323-673 K
10.1002/smll.202514707,Small - 2026 - Song - Decoupling Electron‐Phonon Transport in AgSbSe2 via Stepwise Cd‐Sb Substitution and Interstitial Se.pdf,AgSbSe2,AgSbSe2,AgSbSe2,0,No,,,,,,,,,0.3 dimensionless,673 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,25Te,Ag20Sb30Se25Te25,0,No,,,,,,,5 lV/K,40 S/cm,,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,25Te(S),Ag25Sb25Se25Te25,0,No,,,,,,,180 lV/K,15.625 S/cm,0.1 dimensionless,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,25Te(S),Ag0.25SbTe2,1,No,Ag,0.25,Ag,,Ag (0.25) @ Ag site,,180 uV/K,65 mOhm cm,,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,25Te(S),Ag25Sb25Se25Te25,0,No,,,,,,,,,0.6 dimensionless,500 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,25Te(S),Ag25Sb25Se25Te25,0,No,,,,,,,,,0.8 dimensionless,600 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,30Te,Ag20Sb30Se20Te30,0,No,,,,,,,19 lV/K,58.824 S/cm,,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,30Te(S),Ag25Sb25Se20Te30,0,No,,,,,,,161 lV/K,35.714 S/cm,0.2 dimensionless,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,30Te(S),Ag0.30SbTe2,1,No,Ag,0.30,Ag,,Ag (0.30) @ Ag site,,200 uV/K,22 mOhm cm,,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,30Te(S),Ag25Sb25Se20Te30,0,No,,,,,,,,,0.8 dimensionless,500 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,30Te(S),Ag25Sb25Se20Te30,0,No,,,,,,,,,1.2 dimensionless,600 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,35Te,Ag20Sb30Se15Te35,0,No,,,,,,,41 lV/K,83.333 S/cm,,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,35Te(S),Ag25Sb25Se15Te35,0,No,,,,,,,226 lV/K,50 S/cm,0.2 dimensionless,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,35Te(S),Ag0.35SbTe2,1,No,Ag,0.35,Ag,,Ag (0.35) @ Ag site,,220 uV/K,18 mOhm cm,,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,35Te(S),Ag25Sb25Se15Te35,0,No,,,,,,,,,0.7 dimensionless,500 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,35Te(S),Ag25Sb25Se15Te35,0,No,,,,,,,,,0.9 dimensionless,600 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,40Te,Ag20Sb30Se10Te40,0,No,,,,,,,44 lV/K,100 S/cm,,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,40Te(S),Ag25Sb25Se10Te40,0,No,,,,,,,206 lV/K,76.923 S/cm,0.3 dimensionless,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,40Te(S),Ag0.40SbTe2,1,No,Ag,0.40,Ag,,Ag (0.40) @ Ag site,,240 uV/K,12 mOhm cm,,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,40Te(S),Ag25Sb25Se10Te40,0,No,,,,,,,,,0.9 dimensionless,500 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,40Te(S),Ag25Sb25Se10Te40,0,No,,,,,,,,,1.4 dimensionless,680 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,45Te,Ag20Sb30Se5Te45,0,No,,,,,,,70 lV/K,166.667 S/cm,,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,45Te(S),Ag25Sb25Se5Te45,0,No,,,,,,,216 lV/K,90.909 S/cm,0.3 dimensionless,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,45Te(S),Ag0.45SbTe2,1,No,Ag,0.45,Ag,,Ag (0.45) @ Ag site,,250 uV/K,10 mOhm cm,,300 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,45Te(S),Ag25Sb25Se5Te45,0,No,,,,,,,,,0.9 dimensionless,500 K
10.1016/j.actamat.2015.04.011,"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",AgSbTe2-family,45Te(S),Ag25Sb25Se5Te45,0,No,,,,,,,,,1.4 dimensionless,680 K
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,(Cu0.95InTe2)0.95(AgSbTe2)0.05,(Cu0.95InTe2)0.95(AgSbTe2)0.05,1,No,Cu vacancy,y=0.05,Ag,,Cu vacancy (y=0.05) @ Ag site,,,1.0 * 10^4 S m-1,,300 K
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,(Cu0.95InTe2)0.95(AgSbTe2)0.05,(Cu0.95InTe2)0.95(AgSbTe2)0.05,1,No,Cu vacancy,y=0.05,Ag,,Cu vacancy (y=0.05) @ Ag site,1.24 mW m-1 K-2,,,,723 K
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,(Cu0.95InTe2)0.95(AgSbTe2)0.05,(Cu0.95InTe2)0.95(AgSbTe2)0.05,1,No,Cu vacancy,y=0.05,Ag,,Cu vacancy (y=0.05) @ Ag site,,,,1.3 dimensionless,823 K
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,(CuInTe2)0.93(AgSbTe2)0.07,(CuInTe2)0.93(AgSbTe2)0.07,2,Yes,Ag,0.07,unclear,Sb (0.07) @ unclear,Ag (0.07) @ unclear site; Sb (0.07) @ unclear site,approx 0.25 mW m^-1 K^-2,approx 240 uV K^-1,approx 5.5 10^3 S m^-1,approx 0.1 dimensionless,300 K
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,(CuInTe2)0.95(AgSbTe2)0.05,(CuInTe2)0.95(AgSbTe2)0.05,2,Yes,Ag,0.05,unclear,Sb (0.05) @ unclear,Ag (0.05) @ unclear site; Sb (0.05) @ unclear site,approx 0.25 mW m^-1 K^-2,approx 280 uV K^-1,approx 4.5 10^3 S m^-1,approx 0.1 dimensionless,300 K
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,(CuInTe2)0.95(AgSbTe2)0.05,(CuInTe2)0.95(AgSbTe2)0.05,2,Yes,Ag,0.05,multiple sites,Sb (0.05) @ multiple sites,Ag (0.05) @ multiple sites site; Sb (0.05) @ multiple sites site,,,,1.3 dimensionless,823 K
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,(CuInTe2)0.97(AgSbTe2)0.03,(CuInTe2)0.97(AgSbTe2)0.03,2,Yes,Ag,0.03,unclear,Sb (0.03) @ unclear,Ag (0.03) @ unclear site; Sb (0.03) @ unclear site,approx 0.2 mW m^-1 K^-2,approx 320 uV K^-1,approx 3.5 10^3 S m^-1,approx 0.1 dimensionless,300 K
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,(CuInTe2)0.99(AgSbTe2)0.01,(CuInTe2)0.99(AgSbTe2)0.01,2,Yes,Ag,0.01,unclear,Sb (0.01) @ unclear,Ag (0.01) @ unclear site; Sb (0.01) @ unclear site,approx 0.15 mW m^-1 K^-2,approx 380 uV K^-1,approx 2.5 10^3 S m^-1,approx 0.1 dimensionless,300 K
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,y=0,"(Cu1-yInTe2)0.95(AgSbTe2)0.05, y=0",1,No,AgSbTe2,0.05,unclear,,AgSbTe2 (0.05) @ unclear site,,218 uV K^-1,1.32 10^3 S m^-1,,not reported
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,y=0.01,"(Cu1-yInTe2)0.95(AgSbTe2)0.05, y=0.01",1,No,AgSbTe2,0.05,unclear,,AgSbTe2 (0.05) @ unclear site,,262 uV K^-1,0.93 10^3 S m^-1,,not reported
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,y=0.02,"(Cu1-yInTe2)0.95(AgSbTe2)0.05, y=0.02",1,No,AgSbTe2,0.05,unclear,,AgSbTe2 (0.05) @ unclear site,,317 uV K^-1,0.52 10^3 S m^-1,,not reported
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,y=0.03,"(Cu1-yInTe2)0.95(AgSbTe2)0.05, y=0.03",1,No,AgSbTe2,0.05,unclear,,AgSbTe2 (0.05) @ unclear site,,297 uV K^-1,0.53 10^3 S m^-1,,not reported
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,y=0.04,"(Cu1-yInTe2)0.95(AgSbTe2)0.05, y=0.04",1,No,AgSbTe2,0.05,unclear,,AgSbTe2 (0.05) @ unclear site,,279 uV K^-1,4.41 10^3 S m^-1,,not reported
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,y=0.05,"(Cu1-yInTe2)0.95(AgSbTe2)0.05, y=0.05",1,No,AgSbTe2,0.05,unclear,,AgSbTe2 (0.05) @ unclear site,,236 uV K^-1,10.29 10^3 S m^-1,,not reported
10.1063/5.0095121,Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,(Cu1-yInTe2)0.95(AgSbTe2)0.05,y=0.06,"(Cu1-yInTe2)0.95(AgSbTe2)0.05, y=0.06",1,No,AgSbTe2,0.05,unclear,,AgSbTe2 (0.05) @ unclear site,,241 uV K^-1,8.43 10^3 S m^-1,,not reported
10.3390/ma16155213,Structural Characterization and Thermoelectric Properties of Br-Doped AgSnm[Sb0.8Bi0.2]Te2+m Systems.pdf,AgSnm[Sb0.8Bi0.2]Te2+m,AgSn2[Sb0.8Bi0.2]Te3.97Br0.03,AgSn2[Sb0.8Bi0.2]Te3.97Br0.03,1,No,Br,0.03,Te,,Br (0.03) @ Te site,,+74 µV·K−1,685 S cm−1,,300 K
10.3390/ma16155213,Structural Characterization and Thermoelectric Properties of Br-Doped AgSnm[Sb0.8Bi0.2]Te2+m Systems.pdf,AgSnm[Sb0.8Bi0.2]Te2+m,AgSn2[Sb0.8Bi0.2]Te3.97Br0.03,AgSn2[Sb0.8Bi0.2]Te3.97Br0.03,3,Yes,Sn,m=2,unclear,Bi (0.2) @ Sb; Br (0.03) @ Te,Sn (m=2) @ unclear site; Bi (0.2) @ Sb site; Br (0.03) @ Te site,,74 uV K-1,685 S cm-1,,300 K
10.3390/ma16155213,Structural Characterization and Thermoelectric Properties of Br-Doped AgSnm[Sb0.8Bi0.2]Te2+m Systems.pdf,AgSnm[Sb0.8Bi0.2]Te2+m,AgSn2[Sb0.8Bi0.2]Te4,AgSn2[Sb0.8Bi0.2]Te4,2,Yes,Sn,m=2,unclear,Bi (0.2) @ Sb,Sn (m=2) @ unclear site; Bi (0.2) @ Sb site,,57 uV K-1,,,300 K
